"","strand","stop_pos","n","max_njunc","mean_njunc","mean_qwidth","mean_width","min_mapq","mean_mapq","file_name"
"283","+",6535076,937,0,0,27.7257203842049,27.7246531483458,22,43.6467449306297,"LB-1_R1_LAA.bam"
"284","-",6692,191,0,0,27.455497382199,27.455497382199,22,43.3455497382199,"LB-1_R1_LAA.bam"
"285","-",436266,8,0,0,26,26,44,44,"LB-1_R1_LAA.bam"
"286","-",436267,34,0,0,28.2647058823529,24.4411764705882,22,23.5882352941176,"LB-1_R1_LAA.bam"
"287","-",436268,13,0,0,29.3846153846154,27.9230769230769,22,24.3076923076923,"LB-1_R1_LAA.bam"
"288","-",436269,24,0,0,27.7916666666667,27.0416666666667,22,33.375,"LB-1_R1_LAA.bam"
"289","-",436270,34256,0,0,28.751576366184,29.0859703409622,22,36.6705102755722,"LB-1_R1_LAA.bam"
"290","-",436271,1,0,0,27,27,44,44,"LB-1_R1_LAA.bam"
"291","-",750266,1,0,0,31,24,22,22,"LB-1_R1_LAA.bam"
"292","-",750270,5,0,0,27,24.2,22,25.2,"LB-1_R1_LAA.bam"
"293","-",750271,110,0,0,29.5181818181818,27.4909090909091,22,36.7,"LB-1_R1_LAA.bam"
"294","-",750272,202,0,0,27.8712871287129,26.8564356435644,22,41.1980198019802,"LB-1_R1_LAA.bam"
"295","-",750273,22387,0,0,27.582793585563,27.5689015946755,22,43.6512261580381,"LB-1_R1_LAA.bam"
"296","-",754536,2,0,0,29.5,27.5,36,39,"LB-1_R1_LAA.bam"
"297","-",754537,1,0,0,31,27,22,22,"LB-1_R1_LAA.bam"
"298","-",754538,2045,0,0,28.5779951100244,28.5325183374083,22,43.5701711491443,"LB-1_R1_LAA.bam"
"299","-",1241370,1435,0,0,27.5895470383275,27.588850174216,22,43.816724738676,"LB-1_R1_LAA.bam"
"300","-",1431064,1,0,0,31,29,24,24,"LB-1_R1_LAA.bam"
"301","-",1431065,2,0,0,28.5,27.5,41,42.5,"LB-1_R1_LAA.bam"
"302","-",1431067,80,0,0,28.1375,28.1375,44,44,"LB-1_R1_LAA.bam"
"303","-",1483950,26,0,0,27.6153846153846,27.6153846153846,41,43.8846153846154,"LB-1_R1_LAA.bam"
"304","-",1610893,17,0,0,27.5882352941176,25.5882352941176,22,30,"LB-1_R1_LAA.bam"
"305","-",2068790,18,0,0,31,24.9444444444444,22,22,"LB-1_R1_LAA.bam"
"306","-",2068794,3,0,0,27,25,36,36,"LB-1_R1_LAA.bam"
"307","-",2068795,2,0,0,29,25,22,25,"LB-1_R1_LAA.bam"
"308","-",2068796,122,0,0,28.2049180327869,25.2049180327869,22,27.0901639344262,"LB-1_R1_LAA.bam"
"309","-",2068797,295,0,0,28.0779661016949,26.0474576271186,22,33.2745762711864,"LB-1_R1_LAA.bam"
"310","-",2068798,385,0,0,27.6857142857143,26.6337662337662,22,40.2545454545455,"LB-1_R1_LAA.bam"
"311","-",2068799,392027,0,0,27.6356679514421,27.6268700880297,22,43.6156820831218,"LB-1_R1_LAA.bam"
"312","-",2199254,1690,0,0,27.4704142011834,27.4656804733728,22,43.7331360946746,"LB-1_R1_LAA.bam"
"313","-",2258554,2913,0,0,29.1397185032612,25.1273601098524,22,25.20768966701,"LB-1_R1_LAA.bam"
"314","-",2258555,5,0,0,28.2,25.2,22,27.6,"LB-1_R1_LAA.bam"
"315","-",2258564,885,0,0,28.3412429378531,25.3480225988701,22,27.638418079096,"LB-1_R1_LAA.bam"
"316","-",2258565,2203,0,0,27.6745347253745,27.645937358148,22,43.6418520199728,"LB-1_R1_LAA.bam"
"317","-",2258566,3797,0,0,26.7008164340269,26.6918619963129,22,43.7018698972873,"LB-1_R1_LAA.bam"
"318","-",2259940,6,0,0,31,25,22,22,"LB-1_R1_LAA.bam"
"319","-",2259941,8,0,0,31,26,24,24,"LB-1_R1_LAA.bam"
"320","-",2259942,93,0,0,29.7204301075269,25.7204301075269,22,25.8064516129032,"LB-1_R1_LAA.bam"
"321","-",2259943,17,0,0,28.6470588235294,25.6470588235294,22,28.5882352941176,"LB-1_R1_LAA.bam"
"322","-",2259944,47983,0,0,27.7172540274681,25.7113769460017,22,32.7514953212596,"LB-1_R1_LAA.bam"
"323","-",2259946,174,0,0,27.7873563218391,27.5287356321839,22,42.5747126436782,"LB-1_R1_LAA.bam"
"324","-",2259947,118,0,0,30.7542372881356,31.7033898305085,22,28.271186440678,"LB-1_R1_LAA.bam"
"325","-",2658566,1,0,0,31,31,44,44,"LB-1_R1_LAA.bam"
"326","-",2713104,30,0,0,28.0333333333333,27.8666666666667,36,42.9333333333333,"LB-1_R1_LAA.bam"
"327","-",3196326,2,0,0,31,24,22,22,"LB-1_R1_LAA.bam"
"328","-",3699627,21,0,0,31,26,24,24,"LB-1_R1_LAA.bam"
"329","-",3699636,79,0,0,27.6075949367089,26.6455696202532,36,41.0126582278481,"LB-1_R1_LAA.bam"
"330","-",3809557,5,0,0,24,24,44,44,"LB-1_R1_LAA.bam"
"331","-",3963930,5,0,0,31,24,22,22,"LB-1_R1_LAA.bam"
"332","-",4397591,1,0,0,27,27,44,44,"LB-1_R1_LAA.bam"
"333","-",4399098,1,0,0,27,23,22,22,"LB-1_R1_LAA.bam"
"334","-",4399099,13,0,0,27.6923076923077,25.6923076923077,24,35.0769230769231,"LB-1_R1_LAA.bam"
"335","-",4399100,20,0,0,28.45,26.3,22,34.75,"LB-1_R1_LAA.bam"
"336","-",4399101,6,0,0,28.8333333333333,27.8333333333333,41,43.1666666666667,"LB-1_R1_LAA.bam"
"337","-",4399102,5574,0,0,27.6923214926444,27.6792249730893,22,43.6230714029422,"LB-1_R1_LAA.bam"
"338","-",4816998,4,0,0,26,25,41,41,"LB-1_R1_LAA.bam"
"339","-",5066854,1,0,0,27,27,44,44,"LB-1_R1_LAA.bam"
"340","-",5157951,99,0,0,27.4141414141414,27.3333333333333,22,42.1010101010101,"LB-1_R1_LAA.bam"
"341","-",5719628,1,0,0,31,31,44,44,"LB-1_R1_LAA.bam"
"342","-",5842015,526,0,0,28.9011406844106,28.8973384030418,22,43.7813688212928,"LB-1_R1_LAA.bam"
"343","-",5930007,9,0,0,26,25.8888888888889,22,41.2222222222222,"LB-1_R1_LAA.bam"
"344","-",6305206,39,0,0,28.3076923076923,27.2564102564103,36,41.974358974359,"LB-1_R1_LAA.bam"
"345","+",50490,1,0,0,31,31,44,44,"LB-1_R1_LVA.bam"
"346","+",50491,66,0,0,26.969696969697,25.969696969697,36,41.6666666666667,"LB-1_R1_LVA.bam"
"347","+",50493,1,0,0,31,28,36,36,"LB-1_R1_LVA.bam"
"348","+",427815,2,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"349","+",647194,53,0,0,28.8679245283019,28.8679245283019,22,43.1698113207547,"LB-1_R1_LVA.bam"
"350","+",647195,17,0,0,30.3529411764706,30.3529411764706,44,44,"LB-1_R1_LVA.bam"
"351","+",649127,177,0,0,29.5423728813559,29.5423728813559,24,43.7627118644068,"LB-1_R1_LVA.bam"
"352","+",649128,1,0,0,28,27,42,42,"LB-1_R1_LVA.bam"
"353","+",649130,116,0,0,27.9137931034483,25.9137931034483,22,32.8965517241379,"LB-1_R1_LVA.bam"
"354","+",649132,1,0,0,27,23,22,22,"LB-1_R1_LVA.bam"
"355","+",748311,2,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"356","+",1054723,1656,0,0,26.9492753623188,26.9468599033816,22,43.4993961352657,"LB-1_R1_LVA.bam"
"357","+",2066690,1,0,0,25,25,44,44,"LB-1_R1_LVA.bam"
"358","+",2126778,8,0,0,31,29,42,42,"LB-1_R1_LVA.bam"
"359","+",2233277,15358,0,0,27.6022919650996,27.58640447975,22,43.5313191821852,"LB-1_R1_LVA.bam"
"360","+",2233278,6,0,0,27,26,36,39,"LB-1_R1_LVA.bam"
"361","+",2233279,6,0,0,28.3333333333333,26.3333333333333,22,31.3333333333333,"LB-1_R1_LVA.bam"
"362","+",2321173,1,0,0,26,26,44,44,"LB-1_R1_LVA.bam"
"363","+",2607844,1,0,0,31,31,44,44,"LB-1_R1_LVA.bam"
"364","+",3913660,5227,0,0,27.871819399273,28.3646451119189,22,34.5842739621198,"LB-1_R1_LVA.bam"
"365","+",3913661,3712,0,0,27.4854525862069,27.4727909482759,22,43.4997306034483,"LB-1_R1_LVA.bam"
"366","+",3913662,2,0,0,25.5,24,22,31.5,"LB-1_R1_LVA.bam"
"367","+",3913663,2,0,0,26,24,24,24,"LB-1_R1_LVA.bam"
"368","+",3913667,34,0,0,31,25,22,22,"LB-1_R1_LVA.bam"
"369","+",4216486,1,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"370","+",5174422,339,0,0,27.8495575221239,27.7227138643068,22,43.3716814159292,"LB-1_R1_LVA.bam"
"371","+",5599358,2622,0,0,27.4950419527079,27.4916094584287,22,43.3081617086194,"LB-1_R1_LVA.bam"
"372","+",5599359,4227,0,0,28.6105985332387,28.607049917199,22,43.4319848592382,"LB-1_R1_LVA.bam"
"373","+",5599360,3856,0,0,27.8604771784232,27.8563278008299,22,43.7816390041494,"LB-1_R1_LVA.bam"
"374","+",5599361,53,0,0,27.1132075471698,24.2641509433962,22,24.811320754717,"LB-1_R1_LVA.bam"
"375","+",5599362,6,0,0,28.1666666666667,25.8333333333333,22,33.1666666666667,"LB-1_R1_LVA.bam"
"376","+",5599364,1,0,0,32,27,28,28,"LB-1_R1_LVA.bam"
"377","+",5599365,1,0,0,31,29,24,24,"LB-1_R1_LVA.bam"
"378","+",5599368,2091,0,0,30.9335246293639,25.9244380679101,22,23.9703491152559,"LB-1_R1_LVA.bam"
"379","+",5599369,3,0,0,31,25,22,22,"LB-1_R1_LVA.bam"
"380","+",5621133,141,0,0,27.3971631205674,27.3900709219858,22,43.7304964539007,"LB-1_R1_LVA.bam"
"381","+",5621135,1,0,0,31,29,42,42,"LB-1_R1_LVA.bam"
"382","+",5805541,11373,0,0,27.7615404906357,27.7583750989185,22,43.4412204343621,"LB-1_R1_LVA.bam"
"383","+",5805542,18,0,0,27.8333333333333,27,36,41.7777777777778,"LB-1_R1_LVA.bam"
"384","+",5805543,22,0,0,29.5454545454545,27.4090909090909,22,37.4545454545455,"LB-1_R1_LVA.bam"
"385","+",5805544,2,0,0,28.5,25.5,22,29,"LB-1_R1_LVA.bam"
"386","+",5805545,1,0,0,31,27,28,28,"LB-1_R1_LVA.bam"
"387","+",5813466,891,0,0,28.5824915824916,28.5802469135802,22,43.4680134680135,"LB-1_R1_LVA.bam"
"388","+",5813467,5701,0,0,27.8366953166111,27.8281003332749,22,43.554288721277,"LB-1_R1_LVA.bam"
"389","+",5813468,15,0,0,27.5333333333333,24.6666666666667,22,25.7333333333333,"LB-1_R1_LVA.bam"
"390","+",5813469,4,0,0,27.5,24.75,22,26.5,"LB-1_R1_LVA.bam"
"391","+",5813471,1,0,0,31,27,28,28,"LB-1_R1_LVA.bam"
"392","+",5843615,10,0,0,31,31.9,28,29.6,"LB-1_R1_LVA.bam"
"393","+",6171081,2,0,0,23,23,44,44,"LB-1_R1_LVA.bam"
"394","+",6171083,653,0,0,30.7212863705972,29.6967840735069,22,43.0689127105666,"LB-1_R1_LVA.bam"
"395","+",6171084,1,0,0,31,29,42,42,"LB-1_R1_LVA.bam"
"396","+",6535075,24,0,0,26.0416666666667,25.0416666666667,36,39.375,"LB-1_R1_LVA.bam"
"397","+",6535076,2,0,0,31,31,44,44,"LB-1_R1_LVA.bam"
"398","+",6535083,63,0,0,29.0952380952381,25.0952380952381,22,25.1428571428571,"LB-1_R1_LVA.bam"
"399","-",6690,281,0,0,27.9288256227758,27.9288256227758,24,43.8967971530249,"LB-1_R1_LVA.bam"
"400","-",6691,1,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"401","-",6692,321,0,0,27.2897196261682,27.2897196261682,22,43.5638629283489,"LB-1_R1_LVA.bam"
"402","-",178189,2,0,0,31,30,44,44,"LB-1_R1_LVA.bam"
"403","-",228618,2,0,0,26,26,44,44,"LB-1_R1_LVA.bam"
"404","-",436210,6,0,0,25.5,25.5,44,44,"LB-1_R1_LVA.bam"
"405","-",436263,1,0,0,32,24,22,22,"LB-1_R1_LVA.bam"
"406","-",436264,44,0,0,31,24,22,22,"LB-1_R1_LVA.bam"
"407","-",436265,5,0,0,31,25,22,22,"LB-1_R1_LVA.bam"
"408","-",436266,95,0,0,30.8526315789474,25.8842105263158,22,24.0210526315789,"LB-1_R1_LVA.bam"
"409","-",436267,23047,0,0,29.0184405779494,25.0065952184666,22,24.9879376925413,"LB-1_R1_LVA.bam"
"410","-",436268,7,0,0,28.8571428571429,25.8571428571429,22,30,"LB-1_R1_LVA.bam"
"411","-",436270,36791,0,0,30.9028294963442,29.8948112310076,22,24.2636514364926,"LB-1_R1_LVA.bam"
"412","-",436271,1,0,0,32,30,22,22,"LB-1_R1_LVA.bam"
"413","-",462576,6,0,0,25,25,44,44,"LB-1_R1_LVA.bam"
"414","-",598781,3,0,0,31,31,44,44,"LB-1_R1_LVA.bam"
"415","-",624372,45,0,0,28.3111111111111,28.3111111111111,22,43.0666666666667,"LB-1_R1_LVA.bam"
"416","-",624374,3,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"417","-",750273,9,0,0,27.5555555555556,27.5555555555556,36,43.1111111111111,"LB-1_R1_LVA.bam"
"418","-",754535,2,0,0,26,23,22,22,"LB-1_R1_LVA.bam"
"419","-",754536,6,0,0,31.1666666666667,29.1666666666667,36,41,"LB-1_R1_LVA.bam"
"420","-",754538,4134,0,0,28.6865021770682,28.6673923560716,22,43.8212385099178,"LB-1_R1_LVA.bam"
"421","-",922798,10,0,0,28.8,26.8,24,36.6,"LB-1_R1_LVA.bam"
"422","-",1059876,2,0,0,22,22,22,22,"LB-1_R1_LVA.bam"
"423","-",1241370,1984,0,0,27.7399193548387,27.7253024193548,22,43.2494959677419,"LB-1_R1_LVA.bam"
"424","-",1431062,5,0,0,28.6,24.6,22,24.4,"LB-1_R1_LVA.bam"
"425","-",1431063,2,0,0,26,23,22,22,"LB-1_R1_LVA.bam"
"426","-",1431064,32,0,0,28.71875,26.71875,22,35,"LB-1_R1_LVA.bam"
"427","-",1431065,14845,0,0,27.6584708656113,26.6505894240485,22,41.2705287975749,"LB-1_R1_LVA.bam"
"428","-",1431066,4,0,0,27,26.5,22,37.75,"LB-1_R1_LVA.bam"
"429","-",1431067,1244,0,0,28.7532154340836,28.7516077170418,22,43.8504823151125,"LB-1_R1_LVA.bam"
"430","-",1483950,13,0,0,27.3076923076923,27.3076923076923,44,44,"LB-1_R1_LVA.bam"
"431","-",1925237,4,0,0,25,23,22,22,"LB-1_R1_LVA.bam"
"432","-",2068789,3,0,0,28,23,22,22,"LB-1_R1_LVA.bam"
"433","-",2068790,24,0,0,31,25,22,22,"LB-1_R1_LVA.bam"
"434","-",2068794,23,0,0,29.4347826086957,25.3913043478261,22,25.4782608695652,"LB-1_R1_LVA.bam"
"435","-",2068795,1,0,0,31,27,28,28,"LB-1_R1_LVA.bam"
"436","-",2068796,152,0,0,27.9934210526316,24.9868421052632,22,26.8026315789474,"LB-1_R1_LVA.bam"
"437","-",2068797,242,0,0,28.1198347107438,26.1074380165289,22,32.8677685950413,"LB-1_R1_LVA.bam"
"438","-",2068798,551,0,0,27.5154264972777,26.497277676951,22,40.9128856624319,"LB-1_R1_LVA.bam"
"439","-",2068799,387627,0,0,27.6222373570469,27.611642119873,22,43.6209319784226,"LB-1_R1_LVA.bam"
"440","-",2068800,1,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"441","-",2199254,2614,0,0,27.3148431522571,27.2995409334353,22,43.668324407039,"LB-1_R1_LVA.bam"
"442","-",2258563,2082,0,0,28.6023054755043,25.1585014409222,22,26.687800192123,"LB-1_R1_LVA.bam"
"443","-",2258564,1,0,0,26,23,22,22,"LB-1_R1_LVA.bam"
"444","-",2258565,336,0,0,27.7410714285714,27.7380952380952,22,43.7023809523809,"LB-1_R1_LVA.bam"
"445","-",2258566,83,0,0,27.3373493975904,27.3132530120482,22,43.5060240963855,"LB-1_R1_LVA.bam"
"446","-",2259944,23,0,0,28.695652173913,26.695652173913,24,36.2608695652174,"LB-1_R1_LVA.bam"
"447","-",2259947,3,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"448","-",2471439,1,0,0,27,27,44,44,"LB-1_R1_LVA.bam"
"449","-",2658562,1,0,0,31,26,24,24,"LB-1_R1_LVA.bam"
"450","-",2658566,23,0,0,30.2608695652174,29.3913043478261,24,26.7826086956522,"LB-1_R1_LVA.bam"
"451","-",3699633,1,0,0,31,27,28,28,"LB-1_R1_LVA.bam"
"452","-",3699635,182,0,0,27.6923076923077,27.6813186813187,22,43.7032967032967,"LB-1_R1_LVA.bam"
"453","-",3699636,5,0,0,26.4,26.4,44,44,"LB-1_R1_LVA.bam"
"454","-",3735481,10,0,0,27.2,27.2,44,44,"LB-1_R1_LVA.bam"
"455","-",4397591,104,0,0,27.625,27.625,22,42.2884615384615,"LB-1_R1_LVA.bam"
"456","-",4399099,2,0,0,27,25,36,36,"LB-1_R1_LVA.bam"
"457","-",4399100,2,0,0,29,27,41,41,"LB-1_R1_LVA.bam"
"458","-",4399101,522,0,0,26.9214559386973,26.9214559386973,22,43.7662835249042,"LB-1_R1_LVA.bam"
"459","-",4399102,1430,0,0,27.7013986013986,27.6818181818182,22,43.1132867132867,"LB-1_R1_LVA.bam"
"460","-",5157951,73,0,0,27.6986301369863,27.6301369863014,22,42.4383561643836,"LB-1_R1_LVA.bam"
"461","-",5719628,2,0,0,25,25,44,44,"LB-1_R1_LVA.bam"
"462","-",5804319,6,0,0,31,28,36,36,"LB-1_R1_LVA.bam"
"463","-",5842015,84,0,0,29.4404761904762,29.4166666666667,22,40.9047619047619,"LB-1_R1_LVA.bam"
"464","-",6345453,37,0,0,27.5945945945946,24.5945945945946,22,25.4054054054054,"LB-1_R1_LVA.bam"
"465","+",2268,1,0,0,23,23,44,44,"LB-1_R1_stop.bam"
"466","+",14149,1,0,0,147,125,42,42,"LB-1_R1_stop.bam"
"467","+",33193,3,0,0,143,54,22,22,"LB-1_R1_stop.bam"
"468","+",51223,248,0,0,146.673387096774,45.7177419354839,22,22,"LB-1_R1_stop.bam"
"469","+",51245,1,0,0,22,22,22,22,"LB-1_R1_stop.bam"
"470","+",53816,6,0,0,147,139,21,21,"LB-1_R1_stop.bam"
"471","+",90507,3,0,0,147,125,44,44,"LB-1_R1_stop.bam"
"472","+",164322,3,0,0,147,131,25,25,"LB-1_R1_stop.bam"
"473","+",171652,1,0,0,23,23,44,44,"LB-1_R1_stop.bam"
"474","+",196810,14,0,0,22.5714285714286,22.5714285714286,22,31.4285714285714,"LB-1_R1_stop.bam"
"475","+",219489,1,0,0,147,103,41,41,"LB-1_R1_stop.bam"
"476","+",234252,1,0,0,147,40,22,22,"LB-1_R1_stop.bam"
"477","+",254220,2,0,0,146,125,44,44,"LB-1_R1_stop.bam"
"478","+",267281,3,0,0,147,131,44,44,"LB-1_R1_stop.bam"
"479","+",290586,1,0,0,147,137,44,44,"LB-1_R1_stop.bam"
"480","+",297914,10,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"481","+",338237,51,0,0,147,45.0196078431373,22,22,"LB-1_R1_stop.bam"
"482","+",461080,317,0,0,24.9369085173502,24.9116719242902,22,39.8801261829653,"LB-1_R1_stop.bam"
"483","+",461081,1,0,0,28,27,42,42,"LB-1_R1_stop.bam"
"484","+",461082,2,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"485","+",485877,2,0,0,147,130,42,43,"LB-1_R1_stop.bam"
"486","+",498067,5,0,0,147,131,44,44,"LB-1_R1_stop.bam"
"487","+",561484,5,0,0,147,114,42,42,"LB-1_R1_stop.bam"
"488","+",577706,7,0,0,147,133,37,37.7142857142857,"LB-1_R1_stop.bam"
"489","+",579783,1,0,0,147,133,21,21,"LB-1_R1_stop.bam"
"490","+",638545,4,0,0,147,147,44,44,"LB-1_R1_stop.bam"
"491","+",647101,1,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"492","+",647194,57393,0,0,24.6887599533044,24.6861986653425,22,40.2254630355618,"LB-1_R1_stop.bam"
"493","+",647195,16,0,0,27,26.125,24,40,"LB-1_R1_stop.bam"
"494","+",647196,66,0,0,26.8030303030303,25.3181818181818,24,34.2727272727273,"LB-1_R1_stop.bam"
"495","+",647198,19,0,0,28,25,24,24,"LB-1_R1_stop.bam"
"496","+",647199,1,0,0,28,23,22,22,"LB-1_R1_stop.bam"
"497","+",649127,4316,0,0,24.7282205746061,24.7277571825765,22,40.0074142724745,"LB-1_R1_stop.bam"
"498","+",649128,4,0,0,25.5,24.75,22,32.5,"LB-1_R1_stop.bam"
"499","+",649129,1,0,0,28,26,22,22,"LB-1_R1_stop.bam"
"500","+",725300,5,0,0,147,141.6,44,44,"LB-1_R1_stop.bam"
"501","+",725305,1,0,0,147,135,44,44,"LB-1_R1_stop.bam"
"502","+",748648,1,0,0,147,132,44,44,"LB-1_R1_stop.bam"
"503","+",754475,3,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"504","+",819798,28,0,0,25.8214285714286,25.8214285714286,22,43.2142857142857,"LB-1_R1_stop.bam"
"505","+",885534,3,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"506","+",984508,18,0,0,28,23,22,22,"LB-1_R1_stop.bam"
"507","+",1007326,3,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"508","+",1023350,1,0,0,28,28,1,1,"LB-1_R1_stop.bam"
"509","+",1054723,2987,0,0,24.6042852360228,24.6036156678942,22,40.5564111148309,"LB-1_R1_stop.bam"
"510","+",1054724,1,0,0,24,23,24,24,"LB-1_R1_stop.bam"
"511","+",1054725,1,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"512","+",1089971,1,0,0,147,131,44,44,"LB-1_R1_stop.bam"
"513","+",1106193,8,0,0,28.75,24.75,22,23.5,"LB-1_R1_stop.bam"
"514","+",1106194,1,0,0,28,23,22,22,"LB-1_R1_stop.bam"
"515","+",1109495,5,0,0,147,130,44,44,"LB-1_R1_stop.bam"
"516","+",1182260,1,0,0,22,22,22,22,"LB-1_R1_stop.bam"
"517","+",1245987,1,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"518","+",1251188,4,0,0,147,46,22,22,"LB-1_R1_stop.bam"
"519","+",1263831,2,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"520","+",1370691,2344,0,0,146.920648464164,44.9692832764505,22,22,"LB-1_R1_stop.bam"
"521","+",1442114,2,0,0,147,135,44,44,"LB-1_R1_stop.bam"
"522","+",1475627,39,0,0,147,133.051282051282,44,44,"LB-1_R1_stop.bam"
"523","+",1480309,6,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"524","+",1553710,13,0,0,147,134,44,44,"LB-1_R1_stop.bam"
"525","+",1663373,1,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"526","+",1686424,11,0,0,147,45,22,22,"LB-1_R1_stop.bam"
"527","+",1713116,2,0,0,147,147,44,44,"LB-1_R1_stop.bam"
"528","+",1759454,1,0,0,147,125,42,42,"LB-1_R1_stop.bam"
"529","+",1776421,17,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"530","+",1850629,18,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"531","+",2128924,1,0,0,147,134,44,44,"LB-1_R1_stop.bam"
"532","+",2134122,1,0,0,144,126,44,44,"LB-1_R1_stop.bam"
"533","+",2148617,1,0,0,147,43,22,22,"LB-1_R1_stop.bam"
"534","+",2211110,49,0,0,146.714285714286,45.6326530612245,22,22,"LB-1_R1_stop.bam"
"535","+",2233277,3122,0,0,24.7988468930173,24.7930813581038,22,40.6630365150545,"LB-1_R1_stop.bam"
"536","+",2386860,6,0,0,28,25,24,24,"LB-1_R1_stop.bam"
"537","+",2390805,1,0,0,147,117,42,42,"LB-1_R1_stop.bam"
"538","+",2397963,2,0,0,147,130,44,44,"LB-1_R1_stop.bam"
"539","+",2470840,4,0,0,147,132,44,44,"LB-1_R1_stop.bam"
"540","+",2480639,5,0,0,147,147,44,44,"LB-1_R1_stop.bam"
"541","+",2519622,2,0,0,147,131,44,44,"LB-1_R1_stop.bam"
"542","+",2548013,36,0,0,25.1666666666667,25.1666666666667,22,39.1111111111111,"LB-1_R1_stop.bam"
"543","+",2565989,72,0,0,146.375,44.4444444444444,22,22,"LB-1_R1_stop.bam"
"544","+",2588566,16,0,0,147,46,22,22,"LB-1_R1_stop.bam"
"545","+",2597653,2,0,0,147,46,22,22,"LB-1_R1_stop.bam"
"546","+",2607843,3401,0,0,24.5269038518083,24.5242575713026,22,40.3275507203764,"LB-1_R1_stop.bam"
"547","+",2607844,2,0,0,25,24.5,22,32,"LB-1_R1_stop.bam"
"548","+",2607845,1,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"549","+",2658925,1,0,0,147,129,44,44,"LB-1_R1_stop.bam"
"550","+",2707188,56,0,0,147,45.3571428571429,22,22,"LB-1_R1_stop.bam"
"551","+",2822239,5,0,0,28,28,44,44,"LB-1_R1_stop.bam"
"552","+",2857344,4,0,0,29,29,1,1,"LB-1_R1_stop.bam"
"553","+",2915293,3,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"554","+",2929905,5,0,0,147,130,44,44,"LB-1_R1_stop.bam"
"555","+",3072224,5,0,0,147,147,44,44,"LB-1_R1_stop.bam"
"556","+",3095799,1,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"557","+",3205934,3,0,0,28,26,36,36,"LB-1_R1_stop.bam"
"558","+",3227846,6,0,0,147,130,44,44,"LB-1_R1_stop.bam"
"559","+",3297695,2,0,0,147,45,22,22,"LB-1_R1_stop.bam"
"560","+",3301826,8,0,0,147,134,44,44,"LB-1_R1_stop.bam"
"561","+",3325577,3,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"562","+",3440128,1,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"563","+",3562065,1,0,0,147,125,42,42,"LB-1_R1_stop.bam"
"564","+",3567866,1,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"565","+",3572541,8,0,0,147,131.125,42,43.75,"LB-1_R1_stop.bam"
"566","+",3660471,649,0,0,24.7519260400616,24.7519260400616,22,41.4114021571649,"LB-1_R1_stop.bam"
"567","+",3660472,1,0,0,24,23,24,24,"LB-1_R1_stop.bam"
"568","+",3791671,2,0,0,147,46,22,22,"LB-1_R1_stop.bam"
"569","+",3913659,1,0,0,23,23,44,44,"LB-1_R1_stop.bam"
"570","+",3913660,82043,0,0,24.614263252197,24.6073522421169,22,40.1872188974075,"LB-1_R1_stop.bam"
"571","+",3913661,37,0,0,26.7027027027027,25.7297297297297,22,36.1621621621622,"LB-1_R1_stop.bam"
"572","+",3913662,18,0,0,28.1111111111111,26.1111111111111,36,36.5555555555556,"LB-1_R1_stop.bam"
"573","+",3913663,1,0,0,28,25,24,24,"LB-1_R1_stop.bam"
"574","+",3913664,8,0,0,28,25,24,24,"LB-1_R1_stop.bam"
"575","+",3924043,3,0,0,147,133,44,44,"LB-1_R1_stop.bam"
"576","+",3942130,36,0,0,147,132.444444444444,36,39.4722222222222,"LB-1_R1_stop.bam"
"577","+",3950903,6,0,0,147,133,21,24.3333333333333,"LB-1_R1_stop.bam"
"578","+",4012085,3,0,0,147,147,44,44,"LB-1_R1_stop.bam"
"579","+",4238800,3,0,0,147,133,37,37,"LB-1_R1_stop.bam"
"580","+",4265518,2,0,0,24,24,44,44,"LB-1_R1_stop.bam"
"581","+",4275775,5,0,0,147,55,22,22,"LB-1_R1_stop.bam"
"582","+",4275785,139,0,0,146.992805755396,45.158273381295,22,22,"LB-1_R1_stop.bam"
